"CASnummer","Id","Codes","Omschrijving","Groep","Begin.geldigheid","Eind.geldigheid","Status","Gerelateerd","Guid","Exactmatch"
"41394-05-2",1151,"mmtn","metamitron","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-140ecc30-0392-4181-851b-63450ae3b8c6","http://vocab.nerc.ac.uk/collection/S27/current/CS003846/"
"41464-39-5",2440,"PCB44","2,2',3,5'-tetrachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3d085408-bacb-4222-bb9c-418112da2f88","http://vocab.nerc.ac.uk/collection/S27/current/CS001775/"
"41464-40-8",4403,"PCB49","2,2',4,5'-tetrachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-274ef7bb-60e7-44ec-83f9-0a7319c52418","http://vocab.nerc.ac.uk/collection/S27/current/CS001796/"
"41464-43-1",4404,"PCB56","2,3,3',4'-tetrachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-eda2b43d-d65f-4f54-952e-d1e4aaef2548","http://vocab.nerc.ac.uk/collection/S27/current/CS001852/"
"41464-51-1",4413,"PCB97","2,2',3,4',5'-pentachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7a98bad1-b4ba-40a5-bc7d-be0e8b0a9e77","http://vocab.nerc.ac.uk/collection/S27/current/CS001691/"
"4151-50-2",6000,"EtFOSA","N-ethyl perfluoroctaansulfonamide","ChemischeStof","2019-01-05","2100-01-01","Geldig","","Id-fdcc8142-1902-498f-98a5-2c1688c72700","http://vocab.nerc.ac.uk/collection/S27/current/CS003984/"
"4181-95-7",6483,"C40a","tetracontaan","ChemischeStof","2020-09-09","2100-01-01","Geldig","","Id-1d57197f-6cc1-4aba-b1c6-4313f5c2cf0e","http://vocab.nerc.ac.uk/collection/S27/current/CS003140/"
"41859-67-0",2463,"bezafbt","bezafibraat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d4481e2d-7e90-440c-a08a-b56943df8dac","http://vocab.nerc.ac.uk/collection/S27/current/CS004296/"
"42017-89-0",3762,"fenfbnzr","fenofibrinezuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-71ab30b7-41ca-49fb-a89c-bcb51484c0f8","http://vocab.nerc.ac.uk/collection/S27/current/CS004324/"
"42576-02-3",375,"bfnx","bifenox","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-69dc6607-dee3-4c5d-859f-86e245635765","http://vocab.nerc.ac.uk/collection/S27/current/CS003863/"
"42740-50-1",4395,"PCB196","2,2',3,3',4,4',5,6'-octachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-60233dcf-3238-4912-89d1-070ec0753942","http://vocab.nerc.ac.uk/collection/S27/current/CS003943/"
"4376-20-9",4144,"MEHP","monoethylhexylftalaat (MEHP)","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b21ee67d-25e5-41b0-9830-1b5b2609edcf","http://vocab.nerc.ac.uk/collection/S27/current/CS004157/"
"439-14-5",4913,"valum","valium","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b88a4f43-3112-45a2-b240-ab352ea55f0c","http://vocab.nerc.ac.uk/collection/S27/current/CS003965/"
"446255-30-7",6938,"PBDE191","2,3,3',4,4',5',6-heptabromodifenylether","ChemischeStof","2022-03-05","2100-01-01","Geldig","","Id-f1c96553-277c-481a-998e-8de7da8a5fd4","http://vocab.nerc.ac.uk/collection/S27/current/CS003650/"
"463-58-1",3381,"carbnS","carbonylsulfide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6182f663-058b-4f39-b8b1-c772f92df2d3","http://vocab.nerc.ac.uk/collection/S27/current/CS003271/"
"465-73-6",907,"idn","isodrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-95356a0e-2987-4495-86a2-6b6b775eb18d","http://vocab.nerc.ac.uk/collection/S27/current/CS002538/"
"470-90-6",487,"Clfvfs","chloorfenvinfos","ChemischeStof","2011-06-08","2011-06-08","Vervallen","","Id-6aedfdb3-bceb-425a-8891-e824b95b048d","http://vocab.nerc.ac.uk/collection/S27/current/CS001201/"
"470-90-6",487,"Clfvfs","chloorfenvinfos","ChemischeStof","2011-06-09","2100-01-01","Geldig","","Id-dd5bc052-d7b3-4999-ad09-def3985f0295","http://vocab.nerc.ac.uk/collection/S27/current/CS001201/"
"471-34-1",1796,"CaCO3","calciumcarbonaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6b1213f5-4b3b-447a-b4e2-22a63e733888","http://vocab.nerc.ac.uk/collection/S27/current/CS003129/"
"4710-17-2",6133,"NNDC1yNFysAd","N,N-dimethyl-N'-fenylsulfamide","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-cda77e7e-d72f-4e79-a03e-ca595701f05e","http://vocab.nerc.ac.uk/collection/S27/current/CS004044/"
"474-62-4",6512,"campEsrol","campesterol","ChemischeStof","2020-10-09","2100-01-01","Geldig","","Id-ce1afae3-03ca-442f-9d26-2d77f8ea503a","http://vocab.nerc.ac.uk/collection/S27/current/CS001593/"
"479-61-8",510,"CHLFa","chlorofyl-a","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3fac4e3f-e0cf-478f-baa2-e7c02d5f938b","http://vocab.nerc.ac.uk/collection/S27/current/CS002896/"
"4824-78-6",392,"C2yBrfs","ethylbromofos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-07e09d3e-552d-463c-bf05-935378f04898","http://vocab.nerc.ac.uk/collection/S27/current/CS004236/"
"4901-51-3",78,"2345T4ClFol","2,3,4,5-tetrachloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c9836f39-8a22-403b-b91b-3b3c24e9acc8","http://vocab.nerc.ac.uk/collection/S27/current/CS003883/"
"50-28-2",2314,"17bestDol","17beta-estradiol","ChemischeStof","2011-08-28","2100-01-01","Geldig","","Id-e4e56747-73af-42f8-a8e9-fcee1a726072","http://vocab.nerc.ac.uk/collection/S27/current/CS003245/"
"50-28-2",2314,"17bestDol","17beta-estradiol","ChemischeStof","2011-08-27","2011-08-27","Vervallen","","Id-609f1f55-8cd4-42be-ab5b-c6c506623823","http://vocab.nerc.ac.uk/collection/S27/current/CS003245/"
"50-28-2",999926,"estDol","estradiol","ChemischeStof","2011-06-08","2011-08-27","Vervallen","","Id-9591176b-f2d5-429a-9ceb-5817a4588eae","http://vocab.nerc.ac.uk/collection/S27/current/CS003245/"
"50-29-3",217,"44DDT","4,4'-dichloordifenyltrichloorethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-689f5ce0-1e02-4ed5-b303-f35b24af28bf","http://vocab.nerc.ac.uk/collection/S27/current/CS002258/"
"50-32-8",346,"BaP","benzo(a)pyreen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f89a2a55-98f4-479e-b71c-abc53ef2ccda","http://vocab.nerc.ac.uk/collection/S27/current/CS001908/"
"50-48-6",3168,"amttlne","amitriptyline","ChemischeStof","2012-11-17","2100-01-01","Geldig","","Id-6e51aa50-d4df-4442-b2de-e9e8509953f8","http://vocab.nerc.ac.uk/collection/S27/current/CS004278/"
"50-53-3",3477,"Clpmzne","chloorpromazine","ChemischeStof","2012-11-17","2100-01-01","Geldig","","Id-ca6e2aec-77f9-41c7-814e-997c6a7d094a","http://vocab.nerc.ac.uk/collection/S27/current/CS004274/"
"50-99-7",3876,"glucse","glucose","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a86deb9f-89d8-4c5b-b603-56334d02d8ef","http://vocab.nerc.ac.uk/collection/S27/current/CS003362/"
"50471-44-8",1652,"vinczln","vinclozolin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3ecb3389-f28a-4cdb-b589-2873943db876","http://vocab.nerc.ac.uk/collection/S27/current/CS004084/"
"50563-36-5",3652,"DmtCl","dimethachloor","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-698fa61d-4245-43e1-a66a-a6c28540a3f6","http://vocab.nerc.ac.uk/collection/S27/current/CS003798/"
"506-12-7",3312,"C17azr","heptadecaanzuur","ChemischeStof","2011-08-27","2100-01-01","Geldig","","Id-e049c319-db08-4819-813c-89ee3b72af58","http://vocab.nerc.ac.uk/collection/S27/current/CS001306/"
"506-12-7",999891,"NC17azr","N-heptadecaanzuur","ChemischeStof","2011-06-08","2011-08-27","Vervallen","","Id-56dfca60-f673-4cbf-9e83-a7392b31ba63","http://vocab.nerc.ac.uk/collection/S27/current/CS001306/"
"506-21-8",6085,"t912C18aDzr","trans-9,12-octadecadieenzuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-9e3ed5e7-6df1-48f2-9799-aafcf91d29fb","http://vocab.nerc.ac.uk/collection/S27/current/CS001481/"
"506-26-3",6083,"glnlzr","gamma-linoleenzuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-e7d49106-2efb-403f-8fb0-6cb1fe169fe9","http://vocab.nerc.ac.uk/collection/S27/current/CS000368/"
"506-30-9",701,"arcdzr","arachidezuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-1e2c017b-0a80-45ca-ae47-d47e253f0db9","http://vocab.nerc.ac.uk/collection/S27/current/CS002482/"
"506-32-1",6087,"arcdnzr","arachidonzuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-a3a0edd8-6b2a-48b2-a50b-cc2ccb651717","http://vocab.nerc.ac.uk/collection/S27/current/CS000361/"
"506-37-6",6098,"c15C24ezr","cis-15-tetracoseenzuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-905e8d61-8df4-4223-ba8c-9b0dbe3e7dc8","http://vocab.nerc.ac.uk/collection/S27/current/CS000347/"
"51-03-6",1405,"piprnbO","piperonyl-butoxide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-db0760a4-711d-43c6-8e43-db2b7521e22e","http://vocab.nerc.ac.uk/collection/S27/current/CS004107/"
"5103-71-9",522,"cCldn","cis-chloordaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3320879b-9688-483b-9d0b-5f822fb010b3","http://vocab.nerc.ac.uk/collection/S27/current/CS002300/"
"5103-73-1",524,"cNnCl","cis-nonachloor","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7f4473e8-6fd9-45b7-a38a-f03f3236d710","http://vocab.nerc.ac.uk/collection/S27/current/CS004449/"
"5103-74-2",1580,"tCldn","trans-chloordaan","ChemischeStof","2011-06-08","2011-06-08","Vervallen","","Id-23cc07aa-a7bd-46ab-baa7-c1aab951c1f0","http://vocab.nerc.ac.uk/collection/S27/current/CS001278/"
"5103-74-2",1580,"tCldn","trans-chloordaan","ChemischeStof","2011-06-09","2100-01-01","Geldig","","Id-3e756cf8-6063-4751-b12c-31316ad0a5df","http://vocab.nerc.ac.uk/collection/S27/current/CS001278/"
"512-04-9",5196,"diognn","diosgenin","ChemischeStof","2015-01-31","2100-01-01","Geldig","","Id-3e6c46cf-8239-4333-a6a1-c5329c74035f","http://vocab.nerc.ac.uk/collection/S27/current/CS004000/"
"51207-31-9",2228,"PCDF83","2,3,7,8-tetrachloordibenzofuraan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a77f857a-0e00-49fc-9b88-a67719c04907","http://vocab.nerc.ac.uk/collection/S27/current/CS003692/"
"51218-45-2",1185,"metlCl","metolachloor","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-0454ccda-9f4b-4345-a228-31bb09c27630","http://vocab.nerc.ac.uk/collection/S27/current/CS001362/"
"51235-04-2",871,"Hxznn","hexazinon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f0210577-b6d0-4e1f-8d08-b568d0beb65d","http://vocab.nerc.ac.uk/collection/S27/current/CS004102/"
"5129-60-2",3319,"C1y14C1yC15a","methyl 14-methylpentadecanoaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5c826c75-78ba-4da7-ad6c-addaaace0ba6","http://vocab.nerc.ac.uk/collection/S27/current/CS003240/"
"51384-51-1",2485,"metpll","metoprolol","ChemischeStof","2021-12-11","2100-01-01","Geldig","","Id-41ab08e6-ce50-46ec-a7e2-c4fa52552e1c","http://vocab.nerc.ac.uk/collection/S27/current/CS004258/"
"51630-58-1",762,"fenvlrt","fenvaleraat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8a15589d-6334-4ed9-bb9e-36cdb9e2adf6","http://vocab.nerc.ac.uk/collection/S27/current/CS003829/"
"519-62-0",3415,"CHLFb","chlorofyl-b","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8106c5a3-ae43-4684-9a81-d87b8b159d62","http://vocab.nerc.ac.uk/collection/S27/current/CS003006/"
"51908-16-8",6934,"PCB146","2,2',3,4',5,5'-hexachloorbifenyl","ChemischeStof","2022-03-05","2100-01-01","Geldig","","Id-570e22b7-f7f8-4f54-a014-b81dfdaa5236","http://vocab.nerc.ac.uk/collection/S27/current/CS003923/"
"52-68-6",1601,"TClfn","trichloorfon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5661b0a2-8936-4daa-812d-30d91397d967","http://vocab.nerc.ac.uk/collection/S27/current/CS004408/"
"52315-07-8",547,"cypmtn","cypermethrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d409dc95-6db1-40dc-b2fb-5f9164ed536b","http://vocab.nerc.ac.uk/collection/S27/current/CS003844/"
"525-66-6",2491,"propnll","propranolol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a57bcd55-453c-45bd-bdb2-93c5881e85f1","http://vocab.nerc.ac.uk/collection/S27/current/CS003964/"
"526-73-8",29,"123TC1yBen","1,2,3-trimethylbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-8e7ecf26-899b-4205-aa6e-9e0ef142432d","http://vocab.nerc.ac.uk/collection/S27/current/CS004344/"
"526-75-0",97,"23DC1yFol","2,3-dimethylfenol","ChemischeStof","2014-01-29","2100-01-01","Geldig","","Id-db54b032-39be-4620-8421-4e881df08e9e","http://vocab.nerc.ac.uk/collection/S27/current/CS003866/"
"526-75-0",97,"23DC1yFol","2,3-dimethylfenol","ChemischeStof","2011-06-08","2014-01-28","Vervallen","","Id-8d52ed7f-fbc8-4b3e-9741-87e6c1517077","http://vocab.nerc.ac.uk/collection/S27/current/CS003866/"
"52645-53-1",1394,"permtn","permethrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-99c6f39e-4c3f-48d1-883c-8ae82270b284","http://vocab.nerc.ac.uk/collection/S27/current/CS003815/"
"52663-61-3",4411,"PCB92","2,2',3,5,5'-pentachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f067ca84-691d-44f8-ba09-005ea55acef0","http://vocab.nerc.ac.uk/collection/S27/current/CS003938/"
"52663-63-5",4377,"PCB151","2,2',3,5,5',6-hexachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-19e2f916-a6ce-4b0c-a68c-667dc9dc41df","http://vocab.nerc.ac.uk/collection/S27/current/CS001782/"
"52663-65-7",5285,"PCB176","2,2',3,3',4,6,6'-heptachloorbifenyl","ChemischeStof","2015-03-21","2100-01-01","Geldig","","Id-ac7637e9-1e7e-4ec7-8fea-74c2d627bec2","http://vocab.nerc.ac.uk/collection/S27/current/CS003930/"
"52663-67-9",4390,"PCB178","2,2',3,3',5,5',6-heptachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a3daf293-e42b-4827-8e48-0df37a4f762a","http://vocab.nerc.ac.uk/collection/S27/current/CS003931/"
"52663-68-0",2437,"PCB187","2,2',3,4',5,5',6-heptachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3aa7f8c0-8a22-4375-819a-864ed069a6cb","http://vocab.nerc.ac.uk/collection/S27/current/CS001698/"
"52663-69-1",4391,"PCB183","2,2',3,4,4',5',6-heptachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-daac6080-5e73-4d3c-a872-df16291b821d","http://vocab.nerc.ac.uk/collection/S27/current/CS001712/"
"52663-70-4",4389,"PCB177","2,2',3,3',4,5',6-heptachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-879b1bd7-fea5-4f56-80df-a0ae09ecf719","http://vocab.nerc.ac.uk/collection/S27/current/CS001901/"
"52663-71-5",4385,"PCB171","2,2',3,3',4,4',6-heptachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b5e7b828-755f-473d-8aaa-b0ca0f0f1867","http://vocab.nerc.ac.uk/collection/S27/current/CS003915/"
"52663-72-6",2710,"PCB167","2,3',4,4',5,5'-hexachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ff54ba4b-3d81-4558-9c28-9ed64839a8b1","http://vocab.nerc.ac.uk/collection/S27/current/CS001054/"
"52663-74-8",4386,"PCB172","2,2',3,3',4,5,5'-heptachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-14f3add8-470a-4e52-a0d8-b11194595715","http://vocab.nerc.ac.uk/collection/S27/current/CS003947/"
"52663-78-2",2438,"PCB195","2,2',3,3',4,4',5,6-octachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-cd7056c7-4135-49d8-9c7d-bde391cd4d36","http://vocab.nerc.ac.uk/collection/S27/current/CS003924/"
"52663-79-3",4400,"PCB207","2,2',3,3',4,4',5,6,6'-nonachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e8627baa-5308-48ef-b652-2e79164d60b3","http://vocab.nerc.ac.uk/collection/S27/current/CS003913/"
"52712-04-6",4376,"PCB141","2,2',3,4,5,5'-hexachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-db4340a6-ea0c-4121-bbc6-0354b9580868","http://vocab.nerc.ac.uk/collection/S27/current/CS001761/"
"52712-05-7",4392,"PCB185","2,2',3,4,5,5',6-heptachloorbifenyl","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3fc160f8-f19b-4d01-b77a-e5425309bdfb","http://vocab.nerc.ac.uk/collection/S27/current/CS003721/"
"5278-95-5",5812,"DBrClHAc","dibroomchloorazijnzuur","ChemischeStof","2017-05-13","2100-01-01","Geldig","","Id-816eb121-a7ae-48a8-82a1-550fe08a9508","http://vocab.nerc.ac.uk/collection/S27/current/CS003737/"
"52888-80-9",2361,"prosfcb","prosulfocarb","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6ae61821-8796-48d4-82cf-74aceb1c9a6b","http://vocab.nerc.ac.uk/collection/S27/current/CS004069/"
"52918-63-5",563,"dmtn","deltamethrin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-605d68cb-3a8c-4d5e-8088-1dbd6e4c94b6","http://vocab.nerc.ac.uk/collection/S27/current/CS000403/"
"53-16-7",2313,"oestn","oestron","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2b7860b9-f26b-4a19-9167-a740830e518d","http://vocab.nerc.ac.uk/collection/S27/current/CS000550/"
"53-19-0",111,"24DDD","2,4'-dichloordifenyldichloorethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-12ed1ebc-d671-4603-8ee0-23e7fec6e28e","http://vocab.nerc.ac.uk/collection/S27/current/CS001103/"
"53-70-3",593,"DBahAnt","dibenzo(a,h)antraceen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-394fffed-11de-4e27-808e-f897cc46221d","http://vocab.nerc.ac.uk/collection/S27/current/CS002048/"
"53112-28-0",2303,"pyrmtnl","pyrimethanil","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-bd28b384-93bb-47c8-9563-f8201d5f9c7f","http://vocab.nerc.ac.uk/collection/S27/current/CS004312/"
"5315-79-7",2866,"1HOxPyr","1-hydroxypyreen","ChemischeStof","2011-06-08","2014-01-27","Vervallen","","Id-2cd20680-d1de-43eb-b72e-c29c2150e180","http://vocab.nerc.ac.uk/collection/S27/current/CS004049/"
"5315-79-7",2866,"1HOxPyr","1-hydroxypyreen","ChemischeStof","2014-01-28","2100-01-01","Geldig","","Id-fda93bc9-82e7-4b4d-8569-4d4c5422cce0","http://vocab.nerc.ac.uk/collection/S27/current/CS004049/"
"53494-70-5",6950,"endktn","endrin keton","ChemischeStof","2022-04-09","2100-01-01","Geldig","","Id-ed9ed70f-1e87-48d0-bc5c-d141d37cfcf3","http://vocab.nerc.ac.uk/collection/S27/current/CS004445/"
"535-89-7",3511,"crimdne","crimidine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-7a3347d9-2ecd-4d99-ac7d-727e4175c759","http://vocab.nerc.ac.uk/collection/S27/current/CS003826/"
"53949-53-4",6405,"1HOxibpfn","1-hydroxyibuprofen","ChemischeStof","2020-06-12","2100-01-01","Geldig","","Id-ce912469-703f-4072-9d80-2f4f3b59efe7","http://vocab.nerc.ac.uk/collection/S27/current/CS003991/"
"540-59-0",37,"12DClC2e","1,2-dichlooretheen","ChemischeStof","2011-06-08","2014-01-27","Vervallen","","Id-3ad9d4f2-282c-48e2-a05f-2710146418ef","http://vocab.nerc.ac.uk/collection/S27/current/CS004143/"
"540-59-0",37,"12DClC2e","1,2-dichlooretheen","ChemischeStof","2014-01-28","2100-01-01","Geldig","","Id-1ba5a73c-3c18-404b-bf18-9bb7d484a6b5","http://vocab.nerc.ac.uk/collection/S27/current/CS004143/"
"541-73-1",47,"13DClBen","1,3-dichloorbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e8394f45-120c-4e0b-8618-c14e0d77cd22","http://vocab.nerc.ac.uk/collection/S27/current/CS003249/"
"5436-43-1",2316,"PBDE47","2,2',4,4'-tetrabroomdifenylether","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-631247ce-3634-4372-89aa-56e61068d7c5","http://vocab.nerc.ac.uk/collection/S27/current/CS001026/"
"544-63-8",1541,"C14azr","tetradecaanzuur","ChemischeStof","2011-08-28","2100-01-01","Geldig","","Id-c19747fd-d6f1-4209-b70c-fb6a5b4a38d2","http://vocab.nerc.ac.uk/collection/S27/current/CS000879/"
"544-63-8",1541,"NC14azr","N-tetradecaanzuur","ChemischeStof","2011-06-08","2011-08-27","Vervallen","","Id-dab2c96e-d211-4cdc-b1bb-f2cd7eeedae6","http://vocab.nerc.ac.uk/collection/S27/current/CS000879/"
"544-63-8",1541,"C14azr","tetradecaanzuur","ChemischeStof","2011-08-27","2011-08-27","Vervallen","","Id-3c66ac79-2792-4863-9441-b36790465da6","http://vocab.nerc.ac.uk/collection/S27/current/CS000879/"
"544-64-9",6080,"myrslinzr","myristoleinezuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-9c8cf40d-7290-4169-ae7c-6ffabaa26fe7","http://vocab.nerc.ac.uk/collection/S27/current/CS002940/"
"544-76-3",6262,"NC16a","n-hexadecaan","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-f9f8ede5-7ac9-49bb-b345-8f6df16ba4d5","http://vocab.nerc.ac.uk/collection/S27/current/CS003308/"
"544-85-4",6655,"C32a","dotriacontaan","ChemischeStof","2021-03-19","2100-01-01","Geldig","","Id-ed435ff2-3636-42bc-843a-17d9076d5b86","http://vocab.nerc.ac.uk/collection/S27/current/CS000522/"
"54910-89-3",3819,"fluoxtne","fluoxetine","ChemischeStof","2012-11-17","2100-01-01","Geldig","","Id-18ff40f4-8fea-4a74-891c-6d83fd60bb63","http://vocab.nerc.ac.uk/collection/S27/current/CS003966/"
"55-38-9",760,"fenton","fenthion","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-dd83633d-50ed-4c9f-a4cb-88910c1e7b8b","http://vocab.nerc.ac.uk/collection/S27/current/CS000585/"
"55219-65-3",2297,"Tadmnl","triadimenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-9d372fc4-215e-40c8-a16d-e3948a506e2c","http://vocab.nerc.ac.uk/collection/S27/current/CS003821/"
"5522-43-0",70,"1NO2Pyr","1-nitropyreen","ChemischeStof","2013-07-06","2100-01-01","Geldig","","Id-6d3708e3-72be-4180-a17c-74857670e605","http://vocab.nerc.ac.uk/collection/S27/current/CS004002/"
"55285-14-8",3383,"carbsfn","carbosulfan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-70d83c0b-4989-4860-80ce-6f38d57ec0d8","http://vocab.nerc.ac.uk/collection/S27/current/CS004113/"
"55335-06-3",2450,"Tcpr","triclopyr","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-1617d57d-e87a-44f4-9123-bd8c990d9ab1","http://vocab.nerc.ac.uk/collection/S27/current/CS004226/"
"554-00-7",114,"24DClAn","2,4-dichlooraniline","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-11510db2-0e8e-4859-baa5-21e4d0958a75","http://vocab.nerc.ac.uk/collection/S27/current/CS004290/"
"555-37-3",4243,"nebrn","neburon","ChemischeStof","2012-04-07","2100-01-01","Geldig","","Id-58329261-c7ef-445b-9a59-53b0698107ea","http://vocab.nerc.ac.uk/collection/S27/current/CS004092/"
"55589-62-3",3131,"acsfmeK","acesulfame K","ChemischeStof","2012-11-17","2100-01-01","Geldig","","Id-7746a11a-a68b-4c8e-b080-51f3984caaf3","http://vocab.nerc.ac.uk/collection/S27/current/CS004409/"
"5561-99-9",6091,"c11C20ezr","cis-11-eicoseenzuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-b51075dd-11d0-485f-80a6-f5944998e905","http://vocab.nerc.ac.uk/collection/S27/current/CS002398/"
"55673-89-7",13,"PCDF134","1,2,3,4,7,8,9-heptachloordibenzofuraan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-07fee523-94ff-4e87-9d75-b697e09036ea","http://vocab.nerc.ac.uk/collection/S27/current/CS003680/"
"557-59-5",6099,"C24azr","tetracosaanzuur","ChemischeStof","2020-02-04","2100-01-01","Geldig","","Id-eb6f5be5-9400-4229-ad0a-4496cb6d0bbb","http://vocab.nerc.ac.uk/collection/S27/current/CS001460/"
"5589-96-8",3277,"BrClHAc","broomchloorazijnzuur","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-75205811-6d36-460c-ba3f-e19a42a822f8","http://vocab.nerc.ac.uk/collection/S27/current/CS003735/"
"5589-96-8",3277,"BrClHAc","broomchloorazijnzuur","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-fc2dfc3a-5caa-48d4-86c1-b7ba48b0779e","http://vocab.nerc.ac.uk/collection/S27/current/CS003735/"
"5598-13-0",496,"C1yClprfs","methylchloorpyrifos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-178d6bd3-943d-4052-9e7f-f630afc958b0","http://vocab.nerc.ac.uk/collection/S27/current/CS001215/"
"56-23-5",1538,"T4ClC1a","tetrachloormethaan (tetra)","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-4c8a7a3c-4af7-4bbb-b3d6-39e2cacf16d3","http://vocab.nerc.ac.uk/collection/S27/current/CS003013/"
"56-38-2",738,"C2yprton","ethylparathion","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3511f1e3-1b1e-45c6-9fa6-bad5f2b492c0","http://vocab.nerc.ac.uk/collection/S27/current/CS000781/"
"56-49-5",3029,"3C1ycltn","3-methylcholantreen","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-4aed50eb-1a9a-4517-8d6f-409501eb50da","http://vocab.nerc.ac.uk/collection/S27/current/CS004198/"
